uuid,name,description,domain,total_funding,num_funding_rounds,total_funding_currency_code,founded_on,employee_count,email,phone,address,facebook_url,linkedin_url,twitter_url,people,founder,category,category_grp_list
96f38fd2-eaf3-7687-41ee-f16d9feca9ba,Forte Payment Systems,Enterprise-Class Payment Solutions,forte.net,373546796.14285713,2.0,USD,1998-10-01,101-250,jeff@forte.net,866.290.5400,500 W. Bethany Suite 200,http://www.facebook.com/fortepayments,https://www.linkedin.com/company/forte-payment-systems/,http://twitter.com/fortepayments,Pratik Nayek,Anthony Wanger,"Developer APIs,Developer Tools,E-Commerce,Mobile,Mobile Payments,Payments","Commerce and Shopping,Financial Services,Mobile,Payments,Software"
46c2875f-a521-4e3c-a8f0-dafd3e1e8ba4,Samford University's Ida Moffett School of Nursing,Ida Moffett School of Nursing has experienced significant growth and transformation since its foundation.,samford.edu,2100000.0,1.0,USD,1922-01-01,unknown,info@crunchbase.com,423-111-2929,"800 Lakeshore Drive,",https://www.facebook.com/IdaVMoffettSchoolofNursing,https://www.linkedin.com/cruchbase,https://twitter.com/Samford_Nursing,Hakwan Kim,Guilherme Soubihe,"Higher Education,Nursing and Residential Care,Universities","Education,Health Care"
afd0fe80-7225-45ea-b7d5-3884a70d173d,WOKO,Woko is an Asian fast food Company.,woko.fr,373546796.14285713,1.0,USD,2006-01-01,11-50,info@crunchbase.com, 04 78 59 78 26,100 Walnut Avenue Suite,https://www.facebook.com/wokofrance/,https://www.linkedin.com/company/woko-cantine-viet/about/,https://www.twitter.com/cruchbase,John Church,Hongjiu Gao,Restaurants,Food and Beverage
6f351beb-a714-41d2-ab51-8f8ecfee73fc,CompleteCampaigns.com,"CompleteCampaigns.com offers four main products: BackOffice, the flagship product, for fundraising, accounting and contact management;",completecampaigns.com,373546796.14285713,2.0,USD,2000-01-01,1-10,support@completecampaigns.com,888-217-9600,"3635 Ruffin Road, 3rd Floor",https://www.facebook.com/aristotlenews,https://www.linkedin.com/company/aristotle,https://www.twitter.com/aristotlenews,Ervin Tal-Gutelmacher,Matt McPherson,"E-Commerce,Internet,Software","Commerce and Shopping,Internet Services,Software"
d4193271-5711-e201-c850-db954c6bca3c,Azalle,"We're Azalle, a community of internet-obsessed digital experts.",azalle.com,373546796.14285713,2.0,USD,2016-07-01,1-10,info@azalle.com,423-111-2929,379 W Broadway,https://www.facebook.com/azallecourses,https://www.linkedin.com/cruchbase,https://www.twitter.com/azallecourses,Avinash Vankadaru,Helen Ho,"Education,Social Media","Education,Internet Services,Media and Entertainment"
d9f5b65d-8b2a-4b2f-a9f3-5c4dbc17cc13,Limeyard brands,Limeyard brands is a french restaurant.,limeyardrestaurants.com,373546796.14285713,2.0,USD,1967,unknown,info@limeyardrestaurants.com,423-111-2929,8 HIgh Street,https://www.facebook.com/pg/LimeyardUK/,https://www.linkedin.com/cruchbase,https://twitter.com/limeyard,Sanjaya Punyasena,"Mark Getelman, MD",Restaurants,Food and Beverage
532ec868-fed1-aa76-9668-506f1fed5f75,Rhode Island Airport Corporation,Rhode Island Airport Corporation provides airport services for several airlines.,pvdairport.com,373546796.14285713,2.0,USD,1992-01-01,51-100,infodesk@pvdairport.com,4016912562,100 Walnut Avenue Suite,https://www.facebook.com/tfgreenairport,https://www.linkedin.com/cruchbase,https://www.twitter.com/tfgreenairport,Jerome GOUJON,Nela Sotonova,Travel,Travel and Tourism
ecba46c8-9c84-4737-95cb-ce853c150882,"Law Offices of Lee Steinberg, P.C.",Protect your legal rights and call Lee Free at 1-800-LEE-FREE,1800leefree.com,373546796.14285713,2.0,USD,1973-01-01,11-50,jsutton@trafficdigitalagency.com,8005333733,30500 Northwestern Highway Suite 400,http://www.facebook.com/800LeeFree,https://www.linkedin.com/company/3644273,http://twitter.com/1800LeeFree,Derrick Oien,Jacqueline Ros,Legal,Professional Services
0b96d395-e9db-8f16-4125-05c232589754,Unijobs,Global academic jobs website,unijobs.holon.net,373546796.14285713,2.0,USD,2006-01-01,unknown,info@op.ac.nz,+64 3 445 9900,12 & 75 Bay Street Brighton,https://www.facebook.com/unijobs.holon,https://www.linkedin.com/company/213448,https://twitter.com/Unijobs,Oliver Maier,Oran Bar-Tal,"Enterprise Software,Human Resources,Recruiting","Professional Services,Software"
1c5aa1cf-b4ac-afad-289b-45c20eeb4e22,TRI Dental Implants,"TRI Dental Implants develops, designs, and manufactures dental implant systems.",tri-implants.com,373546796.14285713,1.0,USD,2011-12-01,101-250,info@tri-implants.swiss,+41 32 510 1600,Bösch 80A,http://www.facebook.com/TRIDentalImplants,http://www.linkedin.com/company/tri-dental-implants-int-ag,http://twitter.com/TRIdentimplants,Kevin Nihill,Richard Askam,"Dental,Health Care,Manufacturing,Medical,Medical Device","Health Care,Manufacturing"
8bb6bd1f-f7ad-ae56-4f9e-cf5610d88816,NotifyVisitors,Notifyvisitors is simplest marketing automation software.,notifyvisitors.com,373546796.14285713,2.0,USD,1967,11-50,support@tagnpin.com,+1 415-580-6216,25 Broadway 5th Floor Suite 5055,https://www.facebook.com/pg/notifyvisitors/,https://www.linkedin.com/company/notifyvisitors/,https://twitter.com/notifyvisitors,Paul Gacek,Aaron Graves,"Digital Marketing,Marketing,Software","Sales and Marketing,Software"
dd460c62-31db-4fad-a1e2-11149f274415,Sellbitbuy,Sellbitbuy is an software company provides trading software for cryptocurrency. It helps the businessmen to start own crypto trading website,sellbitbuy.net,373546796.14285713,2.0,USD,2016-01-03,101-250,sellbitbuy@osiztechnologies.in,9791703519,"No 22, Astalakshmi street, Lion City, Madurai, Tamil Nadu 625006",https://www.facebook.com/Sellbitbuy-Local-Bitcoin-Exchange-Trading-Script-1226741424008061/,https://www.linkedin.com/in/sellbit-buy-3b3178121/,https://twitter.com/Sellbitbuy,Liza Aleksandrovych,Giancarlo De Lio,"Bitcoin,Cryptocurrency,Software","Financial Services,Payments,Software"
185f104f-62f0-d4e5-5ee9-d3d71f75fa35,University of Maiduguri,The vision of the University is to be a first class institution committed to imparting knowledge and to extending its frontiers.,unimaid.edu.ng,373546796.14285713,2.0,USD,1975-01-01,251-500,info@crunchbase.com,+234 8000-000-000,100 Walnut Avenue Suite,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Rory Gleeson,Adam Martinson,"Education, Health","Events, Media"
0c4258e8-1c8c-3cc5-6b01-4447eb1a8b5f,Genwealth Venture Partners,Genwealth Venture Partners is an entrepreneur-centric investment fund that finances early stage technology companies.,genwealthlp.com,373546796.14285713,2.0,USD,2011-01-01,1-10,info@crunchbase.com,423-111-2929,51 Wolseley Street Ontario,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Chris Olson,Äbeer Khalique,"Education, Health","Events, Media"
29b8dcda-0a03-4bab-afe5-50843817b0ca,Coolturebox,Coolturebox is a company which is the best selection of cultural leisure.,coolturebox.com,171590.0,1.0,EUR,1967,unknown,CUSTOMERS@COOLTUREBOX.COM,902 599 996,C / CHILE,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Max Sprauer,Sertaç Yıldırım,Leisure,Community and Lifestyle
c027ad81-3380-46bd-8144-7cb55035f68e,Adani Transmission,Adani Transmission is one of the largest private sector power transmission companies.,adanitransmission.com,373546796.14285713,2.0,USD,1967,unknown,info@crunchbase.com,423-111-2929,100 Walnut Avenue Suite,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,"Adam Meade, Ph.D.",Anh Le Giang,Energy,Energy
1aee6e06-abcd-43e8-b6ea-36f53dd32123,WTSP-TV,"WTSP-TV is a broadcast media company offering news, breaking news, weather, and live streaming services.",wtsp.com,373546796.14285713,2.0,USD,1967,101-250,tips@wtsp.com,727-577-8550,100 Walnut Avenue Suite,https://www.facebook.com/10newswtsp,https://www.linkedin.com/cruchbase,https://www.twitter.com/wtsp10news,Cyndee Worrall,Liz Dawson,"Broadcasting,Digital Media,News,Publishing","Content and Publishing,Media and Entertainment,Video"
0e00195a-d6d4-1cbd-cc4a-5882d5695d94,University of Salford,University of Salford is an institute of higher learning that offers both graduate and undergraduate programs.,salford.ac.uk,373546796.14285713,2.0,USD,1850-01-01,unknown,info@crunchbase.com,423-111-2929,The Crescent,http://www.facebook.com/salforduni,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Anh (Leo) Nguyen,Kevin Fung,Universities,"Events, Media"
847b8746-22d9-6fb4-7f5b-685bf0ece33e,Garagista Media,"Marketing, PR, journalism, SEO and social media strategy to accelerate your business.",garagistamedia.com,373546796.14285713,2.0,USD,1967,unknown,hello@garagistamedia.com,6494250378,100 Walnut Avenue Suite,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Brandon Greer,Chris Pawlik,"Public Relations,SEO,Social Media","Internet Services,Media and Entertainment,Sales and Marketing"
19f41267-dbcf-8e5f-5cf5-23f71eab472b,Indovance,Indovance is one of Indiaâ€™s leading CAD and drafting outsourcing services provider with itâ€™s design and drafting office located in,indovance.com,373546796.14285713,2.0,USD,2003-01-01,51-100,info@indovance.com,+1 (919) 238-4044,412 Chime Ct.,http://www.facebook.com/indovance,http://www.linkedin.com/company/indovance-inc.,https://www.twitter.com/indovance,Greg Brenneman,Cynthia Varela,Consulting,"Events, Media"
b5027981-e3ac-6b4a-4528-6f6fab4ffe0c,Wall & Broadway,"Wall & Broadway straightforward, bespoke and modular public relations services for start-ups who understand the power of customer.",wallbroadway.com,373546796.14285713,2.0,USD,2016-01-01,1-10,info@crunchbase.com,(858)373-7052,P.O Box 3742,https://www.facebook.com/wallbroadway/,https://www.linkedin.com/company/wall-&-broadway,https://twitter.com/wall_broadway,Javier A. Amigo Miranda,Christopher Monosmith,"Communities,Public Relations","Community and Lifestyle,Sales and Marketing"
609af976-1c25-b1b3-9f9c-2a98d7feb7d1,AutomationDirect,"AutomationDirect is a distributor of 10,000+ industrial automation products, such as Programmable Logic Controllers (PLCs) & much more.",automationdirect.com,373546796.14285713,2.0,USD,1994-01-01,251-500,info@automationdirect.com,7708444211,100 Walnut Avenue Suite,https://www.facebook.com/automationdirect,https://www.linkedin.com/company/automationdirect,http://twitter.com/AutomationDirec,Michelle Rodrigues,Timothy L Frost,"Electronics,Hardware,Manufacturing","Consumer Electronics,Hardware,Manufacturing"
c78ff57e-9a9c-0860-e6ba-beb4b977e75a,Attocube,Atto Cube is an online game platform for children to play educational and mind games.,unknown,373546796.14285713,2.0,USD,2014-03-24,501-1000,info@crunchbase.com,+1 718-606-9851,Gangnam-gu Dogok 2(i)-dong Building No. 517-10 KAIST 205-1,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Julie Heaven,Michael Carpenter,"Children,Education,Gaming","Education,Gaming"
dd68e7d0-b9ea-3c7a-00c8-b1c6fb580e3c,Shuford Insurance Agency,Shuford Insurance is an independent insurance agency offering personal and commercial property/casualty insurance products and services.,unknown,373546796.14285713,2.0,USD,1938-01-01,unknown,info@crunchbase.com,(704)788-2125,"1036 Branchview Drive, NE Suite 100",https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Satya Yenigalla,Jean-Charles Dupuis,Insurance,Financial Services
6e1acc60-9624-187f-4bae-8104b91a26b1,Haskell Communications Pvt. Ltd,"Haskell Communications Pvt. Ltd., provides niche project management and deployment services in the telecom space.",slc-haskell.com,373546796.14285713,2.0,USD,2008-01-01,11-50,info@crunchbase.com,423-111-2929,215/1 2nd Main 7th Cross Indiranagar 1st Stage,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Pedro Da Silva,Jill Eisenhard,"CRM,Information Technology,Telecommunications,Virtual Reality","Hardware,Information Technology,Sales and Marketing,Software"
634f4620-10bf-400e-8ef6-3875a260e46e,Whynatte Enterprises,Whynatte Enterprises is a beverage company that produces and sells ready-to-drink coffees.,whynatte.com,373546796.14285713,1.0,USD,2009-01-01,1-10,info@crunchbase.com,423-111-2929,745 Edgewood Avenue NE,https://www.facebook.com/whynatte,https://www.linkedin.com/company/whynatte-enterprises-llc,https://twitter.com/whynatte,Tony Ageh,Pankaj Patel,Food and Beverage,Food and Beverage
1f19206c-6ec6-42d4-9204-2e55fb8ad3bd,Fully Functional,Allied Healthcare and Health resource website,fullyfunctional.com.au,373546796.14285713,2.0,USD,1967,unknown,info@crunchbase.com,423-111-2929,100 Walnut Avenue Suite,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Joe S. Mitchell,Minerx store,"Health Care,Health Diagnostics,Personal Health",Health Care
dd0382f4-c16c-4f94-94ac-b655128def6a,Fox Electronics,"Fox Electronics manufactures crystal oscillator's design and supply in Lee County, Florida.",foxonline.com,373546796.14285713,2.0,USD,1967,1001-5000,info@crunchbase.com,239-693-1554,100 Walnut Avenue Suite,https://www.facebook.com/foxelectronics1,https://www.linkedin.com/company/fox-electronics,https://www.twitter.com/foxelectronics1,Michael Temple,Ariel Baleli,"Electronics,Manufacturing,Product Design,Wearables","Consumer Electronics,Design,Hardware,Manufacturing"
daa9dd72-86f3-bafd-c9ec-88fb18eeed2a,ALBERT,ALBERT offers businesses with analytics and consulting services to assist them in their business decision making.,albert2005.co.jp,2409890000.0,1.0,JPY,2005-07-01,unknown,info@crunchbase.com,+81359097525,"Shinjuku Nomura Building, 15F 1-26-2, Nishi-Shinjuku, Shinjuku-ku",https://www.facebook.com/albertinc,https://www.linkedin.com/cruchbase,https://www.twitter.com/albert2005,David Goldstein,Arthur Scherpenzeel,"Analytics,Database","Data and Analytics,Software"
b0bb16e6-e189-f711-b168-8d08c3ce30b7,East Balt Bakeries,"East Balt Bakeries produces buns, bagels, English muffins, tortillas, breads, and specialty bakery products.",eastbalt.com,373546796.14285713,2.0,USD,1955-01-01,1001-5000,info@businessphone.com,(773)376-4444,1801 West 31st Place,https://www.facebook.com/cruchbase,https://www.linkedin.com/company-beta/142997/,https://www.twitter.com/cruchbase,Helyette Geman,Rajeev Karwal,Food Processing,Food and Beverage
8f910889-e30c-9f3a-fed9-7f7a96b3c5ae,Newland Payment Technology,"Newland Payment Technology focused on the development of electronic payment products, sales and sales solutions.",newlandpayment.com,373546796.14285713,2.0,USD,1994-01-01,1001-5000,pos@newlandpayment.com,+059183979921,"New Century Science and Technology Park, Rujiang West Road Fuzhou Software Park, No. 89 Software Avenue",https://www.facebook.com/cruchbase,https://www.linkedin.com/company-beta/13221069,https://www.twitter.com/cruchbase,Renata Dameri,Jaeson Cardiff,"Electronics,Financial Services,Payments,Sales","Consumer Electronics,Financial Services,Hardware,Payments,Sales and Marketing"
5bcb0e25-fd81-7475-7abb-293870abd9f8,Roofs By Nicholas,Roofs By Nicholas installs and repairs all types of commercial and residential roofs,roofsbynicholas.com,373546796.14285713,1.0,USD,1988-01-01,11-50,info@crunchbase.com,18174210295,756 Port America Place Suite 700,https://www.facebook.com/roofsbynicholas,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Richard Galvin,Patrick Manasse,"Building Material,Construction,Home Renovation",Real Estate
391ece76-5545-4672-ab2e-7aeda3169c29,Boostberg,centralized platform for all marketing and communication channels (focused on Millennials),boostberg.com,373546796.14285713,2.0,USD,1967,1-10,ana@boostberg.com,0049-176-550-83-250,100 Walnut Avenue Suite,https://www.facebook.com/boostberg.bot/,https://www.linkedin.com/in/boostberg-social-38a987142/,https://twitter.com/Boostberg,Dasun Priyankara,Harsh Samasraj,"Advertising,E-Commerce,Information Technology,Marketing,Software","Advertising,Commerce and Shopping,Information Technology,Sales and Marketing,Software"
040b8bfa-3262-8af7-47dd-50b1ef77b97e,"SGM Law Group, Law Offices of Shilpa Malik","SGM Law Group is a well-known immigration firm in Fort Lauderdale, FL delivering the most up-to-date immigration services",immi-usa.com,373546796.14285713,2.0,USD,1967,1-10,info@immi-usa.com,(877) 811-3541,800 Corporate Drive Suite 206,https://www.facebook.com/sgmimmigrationlaw,https://www.linkedin.com/cruchbase,https://www.twitter.com/shilpamalikesq,Suvendu Satapthy,Daniel Riazzoli,"Consulting,Legal",Professional Services
42c17d64-0f5f-4674-8551-f9758cbbc489,"Professional Benefit Administrators, Inc.",Professional Benefit Administrators is an insurance company offering benefits management services.,pbaclaims.com,373546796.14285713,2.0,USD,1967,101-250,info@crunchbase.com,800.435.5694,100 Walnut Avenue Suite,https://www.facebook.com/pbaclaims,https://www.linkedin.com/company/professional-benefit-administrators-inc-,https://www.twitter.com/cruchbase,Anita Evenset,Thuc Tran,"Education, Health","Events, Media"
16db7a09-974e-1b2b-3034-ad53e35864f0,Qubecell,Simplified Mobile Payments,qubecell.com,373546796.14285713,1.0,USD,2012-01-01,11-50,info@qubecell.com,423-111-2929,"104, 28 East Side Tower, Andheri Link Road Andheri West",https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Sebastian Dueholm,Kinnar Solanki,"Billing,Finance,Mobile Payments","Financial Services,Mobile,Payments,Software"
17818d55-4f93-94b1-6b80-575a7cdc5878,Critical Force,Critical Force is a Finnish video game company,criticalforce.fi,10760303.0,2.0,USD,2012-01-01,11-50,juri@criticalforce.fi,+358505974534,Kauppakatu 7,https://www.facebook.com/CriticalForceLtd/,https://www.linkedin.com/company/critical-force-entertainment,https://twitter.com/criticalforceet,Mark Doherty,Guzman Diaz,"Gaming,Mobile Devices,Video Games","Consumer Electronics,Gaming,Hardware,Mobile"
6affc1c0-318a-f333-0e2f-8f6e65d78b27,Farmacia Online Italia,"Online pharmacy, widespread across Europe and Italy, which offers range of available medical products that can be purchased easily",farmaciasanita.com,373546796.14285713,2.0,USD,2014-02-14,unknown,info@crunchbase.com,423-111-2929,100 Walnut Avenue Suite,https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Hi Ewald,David Hale,Health Care,Health Care
758f0b00-65fc-8dae-f38a-fa4bbb01a4c9,Binary Mango,Hi-tech Development Firm,thebinarymango.com,373546796.14285713,2.0,USD,2016-09-06,unknown,hello@iomango.com,(305)450-9523,"800 Silks Run, Suite 2360",https://www.facebook.com/cruchbase,https://www.linkedin.com/cruchbase,https://www.twitter.com/cruchbase,Hadar Dor,Ryan Brown,Web Development,Software
c044b6a3-2aef-4dc1-8a70-1294f7365f20,BLUR,BLUR is Provider of a technology for sharing mobile games with other users.,theblurapp.com,373546796.14285713,2.0,USD,2014-01-01,11-50,info@crunchbase.com,423-111-2929,20 Exchange Place,https://www.facebook.com/cruchbase,https://www.linkedin.com/company/texta-inc-/,https://twitter.com/theblurapp,Harpreet Singh,Claus Schmiedel,Internet,Internet Services
